name,category,city,district,address,tel,pet_policy,fee,notes,source,last_updated,confidence,friendliness_level
也泖咖啡,cafe,天津,和平区,马场道34号1楼,,宠物友好,未知,,大众点评,2026-07-28,中,1
空脑袋咖啡,cafe,天津,和平区,新华路181号,,宠物友好,未知,,大众点评,2026-07-28,中,1
疯羊咖啡,cafe,天津,和平区,南市街多伦道180号,,宠物友好,未知,,大众点评,2026-07-28,中,1
MIDI张计咖啡,cafe,天津,和平区,新华路39-1号,,宠物友好,未知,,大众点评,2026-07-28,中,1
喜时咖啡,cafe,天津,河西区,四信里5-81号,,宠物友好,未知,,大众点评,2026-07-28,中,1
Z cafe,cafe,天津,河西区,四信里4号楼底商68号,,宠物友好,未知,,大众点评,2026-07-28,中,1
Fú Burger,cafe,天津,南开区,奥城商业广场C7,,宠物友好,未知,,大众点评,2026-07-28,中,1
origi terroir flavor coffee,cafe,天津,和平区,岳阳道72号,,宠物友好,未知,,大众点评,2026-07-28,中,1
PRN长期服用,cafe,天津,和平区,昆明路142号,,宠物友好,未知,,大众点评,2026-07-28,中,1
彼得叔叔coffee&bar,cafe,天津,和平区,西安道诚基中心2号楼底商A1158号,,宠物友好,未知,,大众点评,2026-07-28,中,1
也行咖啡Who care,cafe,天津,和平区,成都道81号新61号,,宠物友好,未知,,大众点评,2026-07-28,中,1
No.123 Coffee&Bar,cafe,天津,和平区,重庆道123号,,宠物友好,未知,,大众点评,2026-07-28,中,1
oui more coffee,cafe,天津,和平区,重庆道64号余5门,,宠物友好,未知,,大众点评,2026-07-28,中,1
107 house cafe,cafe,天津,和平区,重庆道107号,,宠物友好,未知,,大众点评,2026-07-28,中,1
LIME CARP,cafe,天津,和平区,重庆道24号庆王府花园对面,,宠物友好,未知,,大众点评,2026-07-28,中,1
Wesou d,cafe,天津,和平区,劝业场街鞍山道66号,,宠物友好,未知,,大众点评,2026-07-28,中,1
Normal cafe,cafe,天津,和平区,大理道65号,,宠物友好,未知,,大众点评,2026-07-28,中,1
Tw12vE Coffee,cafe,天津,和平区,中心公园南新华路128号,,宠物友好,未知,,大众点评,2026-07-28,中,1
Foca Coffee,cafe,天津,西青区,腾达东路103号,,宠物友好,未知,,大众点评,2026-07-28,中,1
R'Garde花房coffee,cafe,天津,河北区,金钟路与金田道交口昆纬路116号,,宠物友好,未知,,大众点评,2026-07-28,中,1
饽饽咖啡bobocafe,cafe,天津,和平区,五大道街道湖南路24号101,,宠物友好,未知,,大众点评,2026-07-28,中,1
Butter Park黄油公园,cafe,天津,南开区,西湖道与风荷园交口风荷园5号楼底商,,宠物友好,未知,,大众点评,2026-07-28,中,1
CHEMBOX COFFEE,cafe,天津,滨海新区,周大福金融中心商场5楼L5-501号,,宠物友好,未知,,大众点评,2026-07-28,中,1
叙cafe,cafe,天津,滨海新区,万科大都会观塘苑底商,,宠物友好,未知,,大众点评,2026-07-28,中,1
Pho You友福越南河粉,restaurant,天津,西青区,华苑产业园区开华道20号智慧山西塔1楼,,宠物友好,未知,门口宠物寄存垫;驻店大狗;11:30-21:00,头条,2026-07-28,低,1
IES Restaurant,restaurant,天津,河西区,马场道208号去未舍一层,,宠物友好,未知,主动准备宠物零食/罐头;窗边看花园,头条,2026-07-28,低,1
HOLA LA PAELLA(万象城店),restaurant,天津,河西区,乐园道万象城B1-053-2号,,室内可携带宠物,未知,西班牙菜;驻店猫咪;10:30-21:00,头条,2026-07-28,低,2
星河COCO Park,mall,厦门,思明区,,宠物友好,未知,近50家宠物友好商户;宠物固定牵引处;宠物推车,头条,2026-07-28,,低,2
厦门万象城,mall,厦门,思明区,,宠物友好(不落地),未知,宠物推车租赁;抱在怀里或推车,头条,2026-07-28,,低,2
SM新生活广场,mall,厦门,思明区,,宠物友好,未知,宠物推车租赁,头条,2026-07-28,,低,2
建发湾悦城,mall,厦门,湖里区,,宠物友好,未知,,百度,2026-07-28,,低,2
五缘湾天虹,mall,厦门,湖里区,,宠物友好,未知,,百度,2026-07-28,,低,2
海上世界,mall,厦门,湖里区,,宠物友好,未知,,百度,2026-07-28,,低,2
喜乐咖啡,cafe,厦门,湖里区,后埔东二里店,,宠物友好,未知,,百度,2026-07-28,低,1
情书咖啡,cafe,厦门,思明区,嘉禾路,,宠物友好,未知,,百度,2026-07-28,低,1
Lim coffee厘米咖啡,cafe,厦门,思明区,莲花店,,宠物友好,未知,,百度,2026-07-28,低,1
古柏咖啡,cafe,厦门,思明区,筼筜路店,,宠物友好,未知,,百度,2026-07-28,低,1
咖啡虫,cafe,厦门,思明区,莲岳路店,,宠物友好,未知,,百度,2026-07-28,低,1
里间咖啡,cafe,厦门,思明区,中山公园,,宠物友好,未知,,百度,2026-07-28,低,1
几朵moreJito coffee,cafe,厦门,思明区,,,宠物友好,未知,思明宠物友好咖啡,头条,2026-07-28,低,1
SAANCI山池咖啡,cafe,厦门,思明区,SM三期店,,宠物友好,未知,,头条,2026-07-28,低,1
筼筜印象里昂家咖啡,cafe,厦门,思明区,白鹭洲店,,宠物友好,未知,,头条,2026-07-28,低,1
dojo,cafe,厦门,思明区,龙山南路119号,,宠物友好,未知,,头条,2026-07-28,低,1
遇见西木(游艇汇店),restaurant,厦门,湖里区,游艇汇,,宠物友好,未知,,百度,2026-07-28,低,1
兴旺海鲜城(五缘湾店),restaurant,厦门,湖里区,五缘湾,,宠物友好,未知,,百度,2026-07-28,低,1
老美往事(磐基中心店),restaurant,厦门,思明区,磐基中心,,宠物友好,未知,,百度,2026-07-28,低,1
莲花公园煎蟹,restaurant,厦门,思明区,嘉莲路,,宠物友好,未知,,百度,2026-07-28,低,1
202特色大排档(洪文店),restaurant,厦门,思明区,洪文店,,宠物友好,未知,,百度,2026-07-28,低,1
厦门安达仕酒店,hotel,厦门,思明区,,宠物友好,未知,,百度,2026-07-28,,低,2
集美水秀广场,park,厦门,集美区,,可遛狗,免费,,百度,2026-07-28,,低,2
同安小坪森林公园,park,厦门,同安区,,可遛狗,免费,,百度,2026-07-28,,低,2
同安美峰体育公园,park,厦门,同安区,,可遛狗,免费,,百度,2026-07-28,,低,2
同安新城河滩公园,park,厦门,同安区,,可遛狗,免费,,百度,2026-07-28,,低,2
同安洋麻山森林公园,park,厦门,同安区,,可遛狗,免费,,百度,2026-07-28,,低,2
海沧区市民公园,park,厦门,海沧区,,可遛狗,免费,,百度,2026-07-28,,低,2
退化公园,community,厦门,思明区,,,宠物友好,未知,水泥/绿植/旧物;慢节奏;牵绳进入,头条,2026-07-28,低,1
环岛路玩月坡,park,厦门,思明区,环岛路,,可遛狗,免费,海边遛狗;沙滩撒欢;傍晚邂逅狗友,头条,2026-07-28,低,2
杉杉奥莱(中牟店),mall,郑州,中牟县,,宠物友好,未知,宠物接待站;20辆推车免押金;尿垫/捡便袋,头条,2026-07-28,,低,2
哈树cocogoplaza,restaurant,沈阳,皇姑区,鸭绿江街5-3号,,宠物友好,未知,人宠共食;宠物专属菜单;玩具区;北塔地铁站A口,头条,2026-07-28,低,1
On the Table(OTT),restaurant,沈阳,和平区,十一纬路,,宠物友好,未知,无体型限制;宠物区;免费水碗,头条,2026-07-28,低,1
巷里走Arrive&Indulge Coffee,cafe,沈阳,铁西区,南八东路42巷小七路交叉口,,宠物友好,未知,庭院氛围森系;有阿拉斯加,大众点评,2026-07-28,中,1
MS Right咖啡,cafe,沈阳,和平区,连珍巷1号,,宠物友好,未知,人宠共餐;免费围闭宠物乐园;11:00-18:00,头条,2026-07-28,低,1
沈阳杉杉奥特莱斯,mall,沈阳,,,宠物友好,未知,2号门广场草坪;推车/牵引绳/尿垫/拾便袋;宠物打卡活动,头条,2026-07-28,,低,2
沈阳新世界酒店,hotel,沈阳,,,宠物友好,未知,提供垫子/尿垫/餐具;节假日大量携宠游客入住,头条,2026-07-28,,低,2
诚萌宠物鲜食餐厅,restaurant,长春,,,宠物友好,未知,复古火车主题;300㎡封闭宠物乐园;宠物蛋糕/派对,头条,2026-07-28,,低,2
霸王茶姬(新民大街店),cafe,长春,,新民大街与惠民路交汇,,宠物友好,未知,宠物奶油杯;粘毛器/湿巾;安静角+户外区,头条,2026-07-28,低,1
新民大街宠物友好街区,community,长春,,新民大街沿线,,宠物友好,未知,泊狗位Dog Parking;户外饮水点;多家店宠物友好,头条,2026-07-28,低,1
中央大街宠物主题餐厅,restaurant,哈尔滨,道里区,中央大街66号,,宠物友好,未知,宠物专属菜单;暖色调,头条,2026-07-28,低,1
红霞街猫狗咖,cafe,哈尔滨,道里区,红霞街,,宠物友好,未知,两层千余平;60+猫30+狗;春节不打烊,头条,2026-07-28,低,1
哈尔滨极地公园喜悦境,park,哈尔滨,松北区,地铁2号线太阳岛站1号出口,,宠物友好,免费,创意休闲空间;宠物停留/互动区域;18:00-20:30夜间活动,腾讯新闻,2026-07-28,低,1
汪喵Life猫咖狗咖,cafe,石家庄,桥西区,大经街城市中坚1904,,宠物友好,人均38,猫20+只;柯基/法斗;12:00-20:00,360地图,2026-07-28,低,1
宠嘉嘉,cafe,南昌,红谷滩区,丽景路313号,,宠物友好,未知,巨无霸咖啡宠物主题馆;宠物小爪爪拿铁;地铁2号线翠苑路站,搜狐,2026-07-28,低,1
By the lake,cafe,南昌,东湖区,南湖路27号,,宠物友好,未知,迪士尼玩偶;猫老板镇店;DIY曲奇;女生友好;地铁3号线墩子塘站,搜狐,2026-07-28,低,1
爪印狗咖More go bar,cafe,南昌,红谷滩区,丰和花园C区7栋102室,,宠物友好,未知,各种狗狗来上班;咖啡/奶茶;地铁1号线卫东站,搜狐,2026-07-28,低,1
李子树下,cafe,南昌,东湖区,章江路82号,,宠物友好,未知,金毛桂圆员工;咖啡/普洱茶/乌龙茶;地铁1号线万寿宫站,搜狐,2026-07-28,低,1
有猫住,cafe,南昌,青山湖区,艾溪湖嘻街27-28栋,,宠物友好,未知,宠物冰品店;羊奶奶昔;贵州冰浆/鲜果炒冰;地铁4号线鱼尾洲站,搜狐,2026-07-28,低,1
有牧coffee,cafe,福州,鼓楼区,织缎巷68号,,宠物友好,未知,宠物菜单(狗爪布奇诺/羊羊拿铁);宠物休息区;11:00-21:30周一休,搜狐,2026-07-28,低,1
一方小院,cafe,福州,台江区,八一七中路615号,,宠物友好,未知,露营风;一店35元门票有狗;二店餐厅有猫;13:00-21:30,搜狐,2026-07-28,低,1
娜卡宠食社,restaurant,福州,,,宠物友好,未知,福州第一家宠物餐厅;粉黄装修;纯天然宠物美食;宠物聚会/生日,搜狐,2026-07-28,,低,2
柯学院,cafe,济南,历下区,世茂宽厚里三期2组团312会仙楼对面三楼,,宠物友好,人均50,柯基撸狗主题咖啡;柯基拿铁;10:00-22:00,携程,2026-07-28,高,1
毛咔咖MOORED COOL,cafe,昆明,西山区,937工业园山顶,,宠物友好,未知,室内200㎡+户外草坪2000㎡;封闭宠物区;饮水点/清洁用品,腾讯新闻,2026-07-28,低,1
梅稀奇的柯基,park,昆明,西山区,团结街道,,宠物友好,未知,20+只柯基;迷你牧场(羊/兔/猫/刺猬);烧烤/烘焙;9:00-17:30,腾讯新闻,2026-07-28,低,1
GTS coffee Roasters,cafe,贵阳,南明区,体育路10号05文体园6栋2层,,宠物可携带,未知,工业风;前店后厂;刺梨美式;11:00-19:00,腾讯新闻,2026-07-28,低,2
朴羽咖啡Whisper Heart,cafe,贵阳,南明区,南明东路12号,,宠物可携带,未知,7㎡社区小店;梧桐树下;肉桂dirty;10:30-17:00,腾讯新闻,2026-07-28,低,2
卜山艺树Art,cafe,贵阳,南明区,观水路与水东路交叉口水口寺29号院,,宠物可携带,未知,绘画+咖啡;卜山茶拿铁;11:00-23:00,腾讯新闻,2026-07-28,低,2
泊森POSSION COFFE,cafe,贵阳,花溪区,清华路16号,,室外可携带宠物,未知,花溪拿铁(荔枝燕麦奶+折耳根);10:30-21:30,腾讯新闻,2026-07-28,低,2
小狗·莱坞,cafe,贵阳,南明区,青云市集,,宠物友好,未知,猫狗异宠;阿拉斯加/金毛/腊肠/柯基;蛇/守宫/龙猫;拍照,头条,2026-07-28,低,1
衔雪·猫咖啡,cafe,贵阳,南明区,富水南路,,宠物友好,未知,复古格调;缅因/布偶/金渐层;补光灯/手机支架,头条,2026-07-28,低,1
花漫川,cafe,贵阳,,,宠物友好,未知,森林花房;多彩贵州城;规划宠物草坪区;小狗饼干/宠物奶油,头条,2026-07-28,,低,2
霸王茶姬(民歌湖宠物店),cafe,南宁,青秀区,民歌湖国际音乐小镇,,宠物友好(广西首家),未知,独立猫寄存柜;宠物奶油杯;水碗+湿巾;超大阳光草坪,10100,2026-07-28,低,1
在山里,cafe,南宁,青秀区,青山北路5号,,宠物友好,未知,泊狗位;爪爪屋宠物游乐区;狗狗巴士手绘墙,10100,2026-07-28,低,1
阿宝之家BBQ,restaurant,南宁,青秀区,内街文化创意园,,宠物友好,未知,萨摩耶/金毛/法斗营业;室外帐篷;自制狗狗零食,10100,2026-07-28,低,1
星巴克(华润幸福里店),cafe,南宁,青秀区,华润幸福里,,宠物友好,未知,室外狗狗休息区;免费爪布奇诺;无浓缩美式,10100,2026-07-28,低,1
joie cafe简伊咖啡,cafe,乌鲁木齐,新市区,安宁渠镇桃溪一街2-96号,,宠物友好(不限体型),未知,前后院室外区;免费纸杯饮水;宠物乐园(待开放);玛格丽特披萨,澎湃,2026-07-28,低,1
OH HOO COFFEE,cafe,乌鲁木齐,沙依巴克区,克拉玛依西街74号,,宠物友好,未知,100㎡面向宠物;阿拉斯加店狗;特调乍见之欢;10:00-20:00,澎湃,2026-07-28,低,1
大山小舍,cafe,乌鲁木齐,乌鲁木齐县,水西沟镇平西梁村52号,,宠物友好,未知,民宿+咖啡;10只猫2只狗1只小羊;宠物礼包/宠物早餐,澎湃,2026-07-28,低,1
CCMALL商场,mall,乌鲁木齐,天山区,光明路39号,,宠物友好,未知,可自带推车;租车押金500;提供尿垫;无时间限制,小红书,2026-07-28,中,1
品秀咖啡,cafe,乌鲁木齐,天山区,CCMALL时代广场一层,,宠物友好,人均25,爪布奇诺/无浓缩美式;宠物专属菜单,小红书,2026-07-28,中,1
花棠院民宿,hotel,乌鲁木齐,乌鲁木齐县,水西沟闸滩村南河路南十五巷9号,,宠物友好,未知,店主养宠;院内大场地;近丝路滑雪场,小红书,2026-07-28,中,1
古奈电影酒店,hotel,乌鲁木齐,,玄武湖路宝能城9号楼14层,,宠物友好,人均200+押金200,电影主题酒店,小红书,2026-07-28,中,1
折罗曼主题酒店,hotel,乌鲁木齐,,玄武湖路宝能城2号公寓6号楼4层,,宠物友好,人均200,主题酒店;宠物无需另交押金,小红书,2026-07-28,中,1
爱聚花园咖啡厅,cafe,乌鲁木齐,,,宠物友好(户外庭院),未知,小型宠物可进户外庭院;10:00-22:00;停车补贴,头条,2026-07-28,,低,2
泊青隐舍美宿,hotel,呼和浩特,,,宠物友好,押金+清洁费,侘寂风民宿;自带小院;原木装修;免费停车;近万达,新浪,2026-07-28,,低,2
小胆儿厨房,cafe,呼和浩特,,,宠物友好,未知,田园风小院;室外座位;火锅/甜品;宠物水盆/零食,新浪,2026-07-28,,低,2
塞上老街步行街,community,呼和浩特,玉泉区,大召寺外,,可带宠逛街,未知,青石板古街;红墙白塔;内蒙文创/奶食小店;人多需牵绳,新浪,2026-07-28,低,2
HeyBye黑白咖啡,cafe,西宁,城中区,东大街41号西宁印象1层008,,宠物友善,未知,有店狗;牦牛奶dirty;09:00-19:00;周末12:00-19:00,携程,2026-07-28,高,2
太原万象城,mall,太原,,太原万象城,,宠物友好(肩高<40cm),未知,入口有宠物友好公约;内部友好店铺,新浪,2026-07-28,低,1
太原茂业,mall,太原,,太原茂业,,宠物友好,未知,可带狗狗逛,新浪,2026-07-28,低,1
太原昌盛万达广场,mall,太原,小店区,,宠物友好,未知,呼噜岛宠物友好空间;跨栏/钻洞/橡胶跑道;网红拍照;多功能清洁;萌宠运动会,中国科技,2026-07-28,,低,2
甬江烟火,restaurant,太原,,万象城内,,宠物友好,未知,,新浪,2026-07-28,低,1
白石深夜食堂,restaurant,太原,,茂业内,,宠物友好,未知,,新浪,2026-07-28,低,1
大隐炭烧,restaurant,太原,,省展览馆区域,,宠物友好,未知,,新浪,2026-07-28,低,1
兰州万象城,mall,兰州,城关区,,宠物友好,未知,宠物推车累计借出4300+次;外地携宠游客打卡点,腾讯新闻,2026-07-28,,低,2
城关万达,mall,兰州,城关区,,宠物友好(肩高<45cm体重<15kg),未知,户外区宠物友好海报,腾讯新闻,2026-07-28,,低,2
兰州中心,mall,兰州,,兰州中心,,宠物友好,未知,宠物推车租赁,腾讯新闻,2026-07-28,低,1
兰州吾悦广场,mall,兰州,,兰州吾悦广场,,宠物友好,未知,宠物推车租赁,腾讯新闻,2026-07-28,低,1
亚欧大酒店,hotel,兰州,,亚欧大酒店,,宠物友好,未知,2个月76位旅客带宠入住;一次性隔尿垫/喝水盆;按需布置房间,腾讯新闻,2026-07-28,低,1
兰州老街十二宠,community,兰州,,兰州老街,,宠物友好,未知,宠物社交融合业态;休闲/餐饮/咖啡/美容/寄养/售卖,腾讯新闻,2026-07-28,低,1
cdf海口国际免税城,mall,海口,秀英区,,宠物友好,未知,L1超能猫空间250㎡(50+只猫);B2萌宠乐园300㎡;宠物爱心包;18家餐饮宠物友好,中新网,2026-07-28,,低,2
龙湖海南海口天街,mall,海口,,龙湖海南海口天街,,宠物友好,未知,多家宠物主题店铺;解压体验宠物限时陪伴,海口文明网,2026-07-28,低,1
柴汇狗咖刺猬猫萌宠主题馆,cafe,合肥,庐阳区,逍遥津街道中菜市团结巷C块综合楼4号,,宠物友好,未知,柴犬亲人;刺猬/猫;特调拿铁/爪印曲奇;12:30开始营业,携程,2026-07-28,高,1
有柴咖啡(罍街店),cafe,合肥,包河区,罍街,,宠物友好,未知,柴犬周边;宠物小甜品;巧克力巴斯克;建议15:00前去,携程,2026-07-28,高,1
合肥商业综合体(瑶海区),mall,合肥,瑶海区,,可带狗(牵绳),未知,发清洁包;餐厅可带宠安排包间/单独区域,极目新闻,2026-07-28,,低,2
一丢丢咖啡馆,cafe,银川,,,宠物友好,未知,绿植环绕;两层+天井;露营椅;玉兰花美式;卡皮巴拉蛋糕;提拉米苏,银川晚报,2026-07-28,,低,2
拉萨宠物友好(数据待补充),community,拉萨,,,待补充,未知,拉萨宠物友好数据较少，建议通过大众点评/小红书搜索补充,暂无,2026-07-28,,低,2
狗窝窝Gowow宠物幼稚园,cafe,青岛,市南区,,,宠物友好,未知,独栋别墅;羊驼+约克夏/泰迪/比熊/柴犬/柯基/哈士奇/拉布拉多;猫咪区;通票含电玩;地铁2号线芝泉路站,大众点评,2026-07-28,中,1
Moring Coffee,cafe,青岛,市南区,福山路51号,,室内可带狗拍照,未知,环境适合拍照;室外空间较小,百度,2026-07-28,低,2
白束咖啡,cafe,青岛,市南区,太平洋中心小区内,,宠物友好,未知,门口小草坪;老板养狗,百度,2026-07-28,低,1
久仰咖啡,cafe,青岛,崂山区,东海东路酒吧街56-9号,,宠物友好,未知,两层;一楼狗撒欢;二楼拍照;宠物友好标志显眼,百度,2026-07-28,低,1
Largo咖啡,cafe,青岛,崂山区,东海东路73号石苑别墅内16号院,,宠物友好,未知,冰贝果;主动给狗提供水;宠物位置,百度,2026-07-28,低,1
18coffee&bar,cafe,青岛,城阳区,瑞阳路117号03-网点,,宠物友好,未知,薯条/黑咖啡推荐,百度,2026-07-28,低,1
鲸落咖啡,cafe,青岛,黄岛区,S399东环岛路金沙了驿站1号,,宠物友好,未知,带上快乐小狗去,百度,2026-07-28,低,1
SOF CAFE,cafe,青岛,,,宠物友善,未知,180度无敌海景;落地玻璃;水碗/零食;原木水泥设计;Brunch,hopegoo,2026-07-28,,低,2
黄岛金沙滩希尔顿酒店,hotel,青岛,黄岛区,,宠物房(清洁费),清洁费,食盆/笼子/小院;对面金沙滩;遛狗方便,百度,2026-07-28,,低,2
The Sablon,restaurant,青岛,市南区,八大关,,宠物友好,未知,院内停车;赠送自制小狗零食,百度,2026-07-28,低,1
Sky Lounge咖啡,cafe,青岛,崂山区,极地海洋世界旁,,宠物友好,未知,简餐供应,百度,2026-07-28,低,1
17咖啡馆,cafe,烟台,莱山区,巨浪国际沙滩公园海边沙滩,,允许宠物进入,未知,海景咖啡;停狗区;收留流浪狗;援助流浪动物,头条,2026-07-28,低,1
猫小院咖餐吧,cafe,大连,沙河口区,中山路427号,,宠物友好,未知,近20只猫自由互动;饮品带盖防毛;富国街地铁站对面,头条,2026-07-28,低,1
c咪宠物咖啡,cafe,大连,中山区,鲁迅路100号良运四季汇太阳街14-4,,宠物友好,未知,萌宠主题;音乐咖啡;可带宠,头条,2026-07-28,低,1
大理黄金时光落日海景酒店(洱海店),hotel,大理,,洱海边,,宠物友好(标杆级),未知,宠物欢迎礼包(垫子/零食/便袋/湿巾/尿垫);独立小院;宠物围栏/猫爬架;宠物早餐(鸡肉/西兰花/胡萝卜);咖啡厅+餐厅,新浪,2026-07-28,低,1
庭冉云居酒店(七星公园店),hotel,桂林,七星区,穿山街道自由路5号,,宠物友好,未知,锦江旗下中高端国风度假;紧邻七星公园;无边山景泳池;全屋智能,hotelincn,2026-07-28,低,1
归途悠悠小筑(阳朔西街店),hotel,桂林,阳朔县,阳朔西街,,宠物友好,未知,评分9.1;步行可达府前巷,携程,2026-07-28,高,1
竹木思雨客栈(两江四湖象山公园店),hotel,桂林,象山区,,宠物友好,未知,评分9.4;近李宗仁官邸;叫车服务/门禁/保险箱,携程,2026-07-28,,低,2
珠海希尔顿酒店,hotel,珠海,湾仔区,,宠物友好,未知,专属宠物旅行家客房(零食/清洁工具/睡窝);H Coffee宠物鲜食;璟湾中餐厅/SKY2989星空吧宠物友好区域,腾讯新闻,2026-07-28,,低,2
北戴河猫宅咖啡民宿,hotel,秦皇岛,北戴河区,,允许携带宠物(50元/只/天),50元/只/天,18间客房;5只猫;海边生活第十年;夫妻亲手装修;14:00-24:00入住,携程,2026-07-28,,低,2
Wagtail Lodge云汐萌宠骑行客栈(束河古镇店),hotel,丽江,束河古镇,,允许携带猫免费,免费,院子2只狗;咖啡厅;步行8分钟到束河古镇;全屋智能;干湿分离,携程,2026-07-28,,低,2
桃花坞丽江雪山秘境野奢度假酒店,hotel,丽江,玉龙县,大具乡甲子村,,欢迎宠物入住,298元,4星;评分9.6;玉龙雪山旁;骑马/划船/皮划艇;日照金山,携程,2026-07-28,高,2
江南设计师私享咖啡景观美宿(古城大水车店),hotel,丽江,古城区,,允许携带狗猫免费,免费,2025开业;11间;步行2分钟古城;侘寂风;100寸幕布;茶室/花园/楼顶观景台,携程,2026-07-28,,低,2
花筑鲤遇璞舍(西街开元寺店),hotel,泉州,鲤城区,承天巷沟尾下16号,,宠物友好(免费带宠入住),免费,315元起;苏牧坐镇;步行5分钟西街;原木风;投影;咖啡厅/茶室,大众点评,2026-07-28,中,1
泉州鲤舍(西街古城店),hotel,泉州,鲤城区,南岳后街44-1,,宠物友好,未知,评分4.7;本店拉布拉多+狸花猫;步行可到关岳庙/古城;管家服务,携程,2026-07-28,高,1
管溪里村咖,cafe,绍兴,上虞区,丁宅村,,允许携带，有停狗场,消费制,开阔草坪任宠物奔跑、停狗场宠物休息处、ins风装置；小红书推荐,小红书,2026-08-12,中,1
半山集盒Coffee&Shop,cafe,绍兴,上虞区,,,允许携带，有宠物停放处,消费制,党校改造咖啡店、绍兴首家小红书宠物友好门店,小红书,2026-08-12,中,1
懒船咖啡,cafe,绍兴,,,,允许携带,消费制,水上咖啡店、大片草地供宠物撒野、草坪无泥土,小红书,2026-08-12,中,1
兰亭璞燊酒店,hotel,绍兴,柯桥区/会稽山,会稽山脚下,,宠物友好房（需预订）,300元/次,9.2公顷江南秘境、负氧离子高、隐世度假,小红书,2026-08-12,高,1
大禹开元观堂,hotel,绍兴,会稽山,大禹陵景区旁,,一期客房可带宠物,免费,传统江南古村落、偶遇小羊；餐厅泳池等公共场所不可带、需牵绳或手抱,小红书,2026-08-12,高,1
东山大观,hotel,绍兴,上虞区,东山湖风景区大观路88号,,全程宠物友好,300元/次,宠物友好天花板、餐厅/草坪/游船全开放、免费提供宠物窝+玩具+饮水碗、可带狗坐船逛博物馆喂锦鲤,小红书,2026-08-12,高,1
环球恐龙城,scenic,常州,新北区,,,官方宠物友好景区,门票制,常州首批宠物友好景区,小红书/常州文旅,2026-08-12,高,1
东方盐湖城,scenic,常州,金坛区,,,官方宠物友好景区,门票制,常州首批宠物友好景区,小红书/常州文旅,2026-08-12,高,1
茅山森林世界,scenic,常州,金坛区,,,官方宠物友好景区,门票制,常州首批宠物友好景区,小红书/常州文旅,2026-08-12,高,1
芥舟·长山行舍,hotel,常州,新北区/舜山,,,宠物友好民宿,200元/次,常州首批宠物友好民宿、园林风格、宠物早餐,小红书/常州文旅,2026-08-12,中,1
天目湖涵田度假村,hotel,常州,溧阳市,天目湖畔,,需订宠物房,需咨询,宠物房连通湖边栈道、私享天目湖美景,小红书,2026-08-12,高,1
舜山花间府·怀槿,hotel,常州,新北区/舜山,,,宠物友好,200元/次,坐落舜山镇、园林风格、宠物早餐,小红书,2026-08-12,中,1
花开西庄,community,常州,,,,宠物友好村庄,免费,常州首批宠物友好村庄,小红书/常州文旅,2026-08-12,中,1
江南环球港,mall,常州,新北区,,,宠物友好商场,免费,常州首批宠物友好商场,小红书/常州文旅,2026-08-12,高,1
万象城(常州),mall,常州,,,,宠物友好商场,免费,常州首批宠物友好商场,小红书/常州文旅,2026-08-12,高,1
飞龙吾悦,mall,常州,新北区,,,宠物友好商场,免费,常州首批宠物友好商场,小红书/常州文旅,2026-08-12,高,1
象山枇杷谷宋韻酒店,hotel,宁波,象山县,影视城附近,,允许携带,50元/次,入住送象山红美人,小红书,2026-08-12,中,1
宁波鄞州希尔顿惠庭,hotel,宁波,鄞州区,,,允许携带,200元/次,2025年新开、市区地理位置好,小红书,2026-08-12,高,1
餘姚陽明溫泉山莊,hotel,宁波,余姚市,,,允许携带,200元/次,性价比高、杨梅树下温泉,小红书,2026-08-12,中,1
湖州十里芳菲香積嶺村落,hotel,湖州,吴兴区,西塞山,,允许携带,300元/次,古诗里的西塞山、茶经撰写地、别墅房型,小红书,2026-08-12,中,1
湖州臻隱錦繡度假酒店,hotel,湖州,吴兴区,西山漾湿地旁,,允许携带,300元/次,唐风别墅、活动丰富,小红书,2026-08-12,中,1
長興花間堂·沂水,hotel,湖州,长兴县,,,允许携带,200元/次,宠物早餐、门前小溪、大草坪,小红书,2026-08-12,中,1
南潯花間堂·求恕里,hotel,湖州,南浔区,南浔古镇,,允许携带,200元/次,南浔古镇绝佳位置、中西合璧老宅子,小红书,2026-08-12,中,1
安吉山非山度假酒店,hotel,湖州,安吉县,七星谷漂流旁,,允许携带,200元/次,竹山竹海、云上草坪,小红书,2026-08-12,中,1
湖州太湖喜來登,hotel,湖州,度假区,太湖边,,允许携带,1000元/次,露台美景、太湖地标,小红书,2026-08-12,高,1
常熟尚湖花間府·煙波里,hotel,苏州,常熟市,尚湖景区内,,允许携带,200元/次,尚湖景区里、中式风格、宠物早餐,小红书,2026-08-12,中,1
陽澄半島英迪格酒店,hotel,苏州,昆山市,阳澄湖畔,,允许携带,300元/次,别墅房型、大草坪、独享阳澄湖美景,小红书,2026-08-12,中,1
澱山湖雅樂軒酒店,hotel,苏州,昆山市,淀山湖畔,,允许携带,150元/次,湖景房看日落、2025年新开、适合沿湖骑行,小红书,2026-08-12,中,1
上海太陽島度假酒店,hotel,上海,青浦区,,,需订宠物房,需咨询,别墅房型、宠物乐园、湖边美景,小红书,2026-08-12,高,1
松江廣富林希爾頓酒店,hotel,上海,松江区,广富林,,需订宠物房,需咨询,独享广富林美景、入住小狗有单独宠物推车,小红书,2026-08-12,高,1
